sentiment,review_body,product_category
1,"I loved the look of this dress the moment i saw it but was ridiculously long. at 5""3 i can usually get away with buying regular length longer dresses and pants with the help of heels if needed but not a chance this time. this dress does not come in petite and the fringed bottom design of the dress would not allow for any type of altering either.",Lounge
1,This is a very comfortable and sexy sleep dress  the way it drapes. i can see that the type of fabric is not suitable for out and about activities and can catch on snags  etc. very easily. once i relegated it to the nightgown category it became my favorite item to wear and lounge in.,Lounge
1,Very comfy and warm! i love this! i bought the xs even though i am usually a s or xs.,Lounge
-1,I wanted to like this coat so bad! i loved the bright red color and design  but when i received it  it seemed very cheap and just too large. i returned it.,Outerwear
-1,Big pockets make it look more like a bathrobe than a coat. there are no internal pockets and the loops for the belt are pretty skimpy - just a bit of string. the color is great  but the quality leaves something to be desired.,Outerwear
-1,This sweater coat is very bulky and has an odd and unflattering shape when on.,Outerwear
-1,"Despite retailer's claim that they have ""fixed"" the button issue on this coat  beware. they haven't. i ordered this coat november 18th  feeling safe that the issue that scores of other reviewers had noted was fixed  because retailer indicated ""rest assured  this issue has been fixed"" (as noted in the item description). feeling confident that i'd get a non-defective coat at this late date in the quality assurance cycle  i was severely disappointed to open my shipment tonight (nov 24th) immediately di",Outerwear
-1,When i read car coat  i expect a little more weight. it really is just a thin  long blazer. also  the colors appear different online. i expected a red/maroon with bue and white stripe  so maybe i mis-read completely...? it is actually brown/mustard/beige combo. not what i expected  so it will be a return.,Outerwear
-1,Agree with other reviewer that this is massive even for a cape. unflattering overall. i normally wear a size 2 of 4 and bought this in an xs and two of me can easily fit into this with room to spare. unlined and it itches!,Outerwear
-1,Not as cute as photos  and too small in chest. i am 5'5''  125 lbs  and the small was too tight in the chest  and i am not large here at all. shoulders and sleeve length fit well. will return. not comfortable  and will need to be able to button it on rainy days.,Outerwear
-1,"I wanted to love this coat so bad. the material is lovely and it's beautiful on the hanger but being tall and skinny is a must to pull it off. if you have any hips forget it (my hips are 38"")- you end up looking incredibly bottom heavy. the jacket also ran funny across the shoulders....like the underarm was sewn low down the arm so arm movement was restricted  it was weird. but it buttoned nicely without any pulling so it wasn't a size thing. i bought a size medium  at 5'5"" and 140 pounds.",Outerwear
-1,"This sweater was huge  it hung down to my calves! it also is really bulky and scratchy  it feels as if you are wearing an old wool blanket. i think it is only made for really tall and skinny people. i'm 5'2"" and weigh 120lbs. and i ordered a size s  and i was swimming in it. the fabric is very thick  i may be great if you live in alaska or the arctic. it adds about 20lbs to your body frame.......",Outerwear
0,I fell in love with this trench when i first saw it online but ended up returning it once i tried it on. i'm 5'9  140 lbs and the m fit true to size. but the belt hit above my natural waistline and the skirt of the coat was much fuller than i expected  making me look heavier. the material also wrinkles easily and the stitching was poor quality with lots of loose threads. disappointed  as the color and concept were great.,Outerwear
0,Initially  i bought this because i liked the color and style of this trench coat. i thought it could look very chic and polished. the problem was it was too large and too wrinkly. i'm 5'2 (115 lbs) and ordered an xs because petite sizes were unavailable. but i realize that a petite xs would've been a better fit. also the sleeves were too long even with an xs. i've already returned the product.,Outerwear
0,This trench is beautiful  with a lovely  swinging skirt that adds a romantic sense of drama and movement - you'll feel as though you are starring in your very own film noir movie. i wish i could have kept it  but i couldn't justify paying full price on a coat that had to be hand-washed (the label specifies no dry cleaning!).there is a lot of fabric on this trench  and i imagine that all those little pleats will have to be ironed too. i don't have the time for that  and for this much money  i wou,Outerwear
0,It is a beautiful coat  runs small. arms feel tight  i am typically xs  i can't even button it up. bottom is skirted  and falls beautifully. it is light weight coat  not really fit for cold weather.,Outerwear
0,Too much of a good thing is...still too much. there's too much flounce on this jacket for me--the waist sits slightly high  and the incredible amount of fabric beneath it (when you twill around  it's basically a full circle) makes my hips look huge. if there were about 1/3rd (not 1/2  but 1/3) the amount of fabric to the skirt  i'd be totally in love.   as it is  i'll be returning it.,Outerwear
0,I loved this when i saw it arrive in the mail. as soon as i put it on though  i was drowning in it. i know its a cape and it is suppose to be large but it was so big i had to return it. i still really like it and wish it would have worked. i am 5'5  athletic/slim figure just for reference.,Outerwear
0,I wanted to fall in love with this jacket! i'm an xs or s in retailer brands so i ordered this online in both sizes. when i received it i felt the fabric and immediately loved the color and texture. creamy white (not too stark) and so incredibly soft! the length was the same as on the model which is what i wanted because being 5'2 113# many jackets swallow me. i have narrow shoulders and unfortunately this jacket was too broad and puffy for my frame  and i looked like a marshmallow. the xs was the,Outerwear
0,I thought this would be so clean looking  in a theory/vince. menswear way  but unfortunately the cut of the coat is super unflattering. i waiver between a 2 and a 4 at retailer and erred on the side of caution and went with the 4. the shoulders are way off the mark  sleeves are too long  and the button hits about 3 inches too low. it's just...baggy...in a way that the size itself is not the issue. alas  this is going back  and my search for the perfect coat continues!,Outerwear
0,I just loved this when i saw it in store. beautiful fabric  lovely color. i ordered a small petite because petite xs was sold out. i imagine it might be a little better if it were a size smaller  but there is sooo much fabric in the pleated bottom  unless you are blessed with exceptionally long legs  it might end up looking like a witches coat. at least that is what i was told by my daughter.,Outerwear
1,I was lucky enough to see this in store when it went on sale and although i rarely wear leather/vegan jackets i tried it on. i am torn on sizing i'm normally a m or 8/10 in retailer but the m fit slightly tight in the waist and the l was slightly loose. i ended up with the l in the moss color  since i can layer and don't really want the jacket too cropped. i also saw the brown and tried that on but for me the moss color was much richer.,Outerwear
1,I saw this trench in an email a couple weeks back and instantly fell in love. i bought it for myself for my birthday and got it just the other day and it is just as beautiful in person as it is online. fits true to size and is so flattering. i love the true navy color and cannot wait to wear this on cool spring nights!!,Outerwear
1,I just received this coat and love it. the only downside is that online the color looks like a royal blue (which i wanted) but in truth the coat is a basic navy. this was not a deal breaker for me. i love the details. it is not lined as someone mentioned earlier but it's not meant to be a heavy winter coat. i can't wait to wear it with jeans  boots and a striped or plaid tunic.,Outerwear
1,I bought this for my girlfriend with the hope that my presumptive intuition about her style preferences and the fit itself would prove successful. fortunately she loves it and looks amazing in it!  the colors are vibrant and the unique texture really lends itself toward a clothing item that is special- even for retailer.  recommend it highly!,Outerwear
1,"I love the way this coat looks in the website. it turned out to be a little different than i thought it would be. can't decide if i will keep it. the sleeves are bracelet length  i have long arms so slightly awkward for me. i ordered the small even though i wear a medium in everything else (5'8""  135 #). so glad i did because it is biggish on me. it is unlined but made of a lovely  soft wool. the edges are all finished with a bias edging which is unique and well done. it is boxy  very. lovely wo",Outerwear
1,I had to size up to a medium because otherwise my boobs would not get along well with that button down front  but once that was taken care of i really loved the silhouette this created. the belted waist flatters an hourglass shape nicely. perfect for sipping tea and eating finger pastries like a fancy little lady. i have no idea what i'm going to do when the time comes to wash it though... we'll cross that road when we come to it  i guess. also - the interior seams are a bright  electric blue -,Outerwear
1,This jacket is so well made and absolutely beautiful. i usually wear a size 4 or small in everything at retailer. sadly i ordered a small and will have to return it  too tight on chest and arms. i recommend going a size up. also this jacket is really cropped  probably needs a hifh waist pant to compliment it  otherwise might appear too short.,Outerwear
1,Love this coat! beautiful pattern and thick enough to keep you warm with a lining inside. i am short so i got the petite and it fits perfectly in the arms and overall length. i read other comments about the button being too low but i didn't find this to be true. i liked the lower button as it allows you to show some of what you have underneath.,Outerwear
1,Really nice  substantial  fully lined sweater coat. i love the structured look and the faux-leather piping around the zipper and the pockets. quality seems to be very good. it runs true to size  maybe slightly on the small side (especially for larger hips/busts) so if you are in between sizes  go up. i chose small and it's just right; i wouldn't be able to zip around my hips with xsmall. besides the price  which is why i dropped one star  i cannot really find any fault in this sweater coat.,Outerwear
-1,I see all the amazing reviews and on one hand  i agree with them. but these pants do run huge and they don't fit tailored like on the model. on me  they fit loose around the legs and thighs and they're super wrinkly. you'll have to iron these after every wear and every wash. i'm surprised to see the comment saying they're wrinkle resistant. they aren't. also  the kahki is more grey which i don't love. i got these on sale  but even at $50 i just can't justify keeping them. they're super comfy but,Pants
-1,First  the good parts: these are adorable in person and (i think) the colors are prettier in person than in the pictures. the green isn't too army green  it's a pretty nice mellow neutral that you could wear with reds  whites  blues  pinks...virtually any color.  the tencel fabric is super soft and comfortable and the drape is nice. they do seem to run a little large  so i'd size down if you're between sizes.  and now  sadly  the bad: these stretch out virtually an entire size after just about a,Pants
-1,I bought an xl and they looked like they would have been a small. can't review anything else because i couldn't even get them on.... ridiculous,Pants
-1,I love this jump suit.. sorta. looks great on but the dye rubs off on your skin. i washed it and its still happening. when you put your hand in your pockets  they come out blue  knees are blue  thighs  etc. i looked dirty by the end of the day. wish i could return it. fit and look great... not great after wear.,Pants
-1,I got these in the mail today and to me  they look exactly like the pants my mamaw used to wear in the 80s. they were super comfy but not cute at all on me. they do run large like other reviews say. i am usually an 8/10 or med and these in the small were the right choice. going back because they just look horrible on me though,Pants
-1,"These have a very interesting cut. it seems like they were made for someone extremely tall. i'm about 5'5"" and the size 4 fit in the waist  but fell way below where they do on the model on the picture. it's hard to imagine who they would look good on  they're also very poofy right below the waist.",Pants
-1,Hei hei is my favorite line. i am a medium in all of the pants i have ever purchased from this brand.  i ordered these in the green and they arrived today. they fit me as if they were an xxl. i have a similar pair in rust from last summer so i assumed that they would be the same.   obviously they are going back tomorrow . i'm very disappointed  they are a nice looking jogger and the color is pretty.,Pants
-1,Just received these and they fit perfectly  but the panels are different shades of gray. the color is not consistent and it make them look bad. they are perfect otherwise  but sadly they are not wearable. i will be returning,Pants
-1,I love relaxed-fit wide leg pants with some pockets and draw string  so naturally i was super excited to see these. i got them in gray and they felt and looked perfect right out of the bag  material was soft and flowy but not too thin. unfortunately the sizing is completely off unless i got a defective pair  i got my usual size l and they felt like s or smaller  i barely could get them on and i could not zip up. i'd need at least two sizes larger for them to fit at all. very disappointed  will l,Pants
0,The embroidery on the side is cute  and they're nice and airy for hot days. however  the stitching on the legs unraveled after only two washes. also  they're extremely long; i'm 5'7 and had to take them up around 3 inches.,Pants
0,I love these pants but be care when you do laundry. the dye transferred to another pair of pilcro chinos that was a little lighter color. very frustrating. label mentioned it but i only noticed after it happened because the colors are both not that dark at all.,Pants
0,I have mixed feelings on these. i ordered the honey which is a mustard color as shown in the picture. they are true to size  cute  and comfortable. i washed them the first time with a load of darks and the color ran onto other clothes. plus the pants looked a little streaked in some areas. i'm not sure if this was a bad lot  but back to the store they went.,Pants
0,I so wanted to love this jumpsuit but unfortunately the fit is so off. it runs small and the crotch is to high. the color is beautiful and the design is great. it's really sad i waited two months for this and it was definitely not worth the wait.,Pants
0,These ran true to size  but the fabric is very stiff and unforgiving. i'm athletic and have lean legs  but these seemed to cling to and roll on every dimple on my thigh. and sitting down was uncomfortable at the knees because of the stiff fabric. i loved how they fit at the waist  but the legs just didn't work for me. sadly returning these.,Pants
0,"I tried these on in the store  and they are super cute but run small. i typically wear a size 25 (i'm 5' 5"" and 108 lbs.) and they were too tight for me. i like the fabric and the cut; i think they'd be great one size up. (my store didn't have them.)",Pants
0,Maybe if i sized down to a small i'd like them better.. they look ok from the front. but it seems like the leg was cut way too wide. there is exceess material in the back and leg hole. they are not all flattering to my rear end. overall kind of shapeless and the fabric is prone too wrinkling. too expensive (with the added shipping fee for an online exclusive) for the lack of structure and simplicity.,Pants
0,I was so excited to receive this romper. it's a great material  but it's actually a bit drab. the colors are very bland and the flowers just hang. it's not flattering as it is very roomy.,Pants
0,"I bought these in the blue. i sized down  as other reviewers mentioned  going for an xs. i'm 5'5"" and about 130lbs and would usually buy a small. at 5'5"" the length was too long for me  hitting me below my ankles  rather than how shown on the model. strike 1. then  i felt the material was pretty thin - strike 2. and lastly  they hung a little funny on me  rather than being a bit loose like jogging pants should be - strike 3. despite the great sale price  these went back!",Pants
1,"Love love this piece! for the moment i saw it i noted anther catalog  i knew i had to try it on... im 5' 9"" and 130 and the xs fits me perfectly. i love the way it is tailored. it is also lined with a nice fabric. overall a very well made summer go to piece!",Pants
1,These pants are made of a beautiful fabric that really brings out the rich color. like others have said they fit almost like high-waisted leggings  which i for one love. it makes them really comfortable while the nice  heavy fabric and lovely tailoring make it appropriate for an office. i do find that the pockets are pretty useless  as having anything in them ruins the lines of the trousers. the zipper is a bit pokey as well.,Pants
1,I am in love with this piece! i am long waisted and large busted so finding a jumpsuit to fit me can be challenging  having said that i sized up when ordering this  wrong ladies....no need....i had to reorder my normal size and even that was roomy  but in a good way as i prefer belting it with my huge concho belts. i purchased it in the rasberry and i am still scratching my head as to why the black sold first  the red is stunning and i find it more versatile going from casual to dressy. and this,Pants
1,This feels and looks like a ballet skirt on  so light and flowy  super comfortable  just love it! extremely flattering cut  tiny gathered folds at waistband add pretty detail and create a slimming effect on my tummy  what's not to love?! great pockets too! i have a 34 inseam and the length is perfect. ordering in both colors now as i can see these becoming my go to bottoms all summer long....,Pants
1,I love these pants! waited for them to go on sale and totally worth the price. i wore them work and received numerous compliments. great for casual friday at work or sunday brunch with the girls. can't go wrong with antro!,Pants
1,These pants are fabulous. the flow and feel made my mind up easily to purchase these. i have a long torso and short muscular legs. the style complimented by body type. being culottes  the hem should probably fall higher up on my legs. i will probably have them hemmed. the pleat has a nice kick to it. now off to find the right pair of shoes...,Pants
1,"I've been searching for wide leg trousers for what seems like years. and finally  i have found them--and on sale!! i agree that these trousers are long for ladies of average height. i am fairly tall (5'8"") and the length is perfect for me. i don't anticipate that i will have them hemmed. i really love the detail of the tie waist. one could wear these with or without the ribbon belt. i would say that the button closures are a bit less than substantial for the quality and weight of the fabric. i s",Pants
1,"I received tons of compliments on this adorable jumper and felt like i was wearing comfy pajamas. i wore it to a baby shower and it was a hit. i'm 5'4"" and it was a bit long and needed to be hemmed  otherwise it's perfect!",Pants
1,I purchased the violet chino's in my local store. the color to me is more plum than violet but a nice shade still. the fit was perfect and they are oh so comfortable. i bought size 27 (weight fluxes 116-118). i can see having several pairs of these in other colors because of the comfort level and they work for fall  spring and summer. in the warmer states even winter. the fabric has a soft feel to it.,Pants
-1,"I'm 140 at 5' 8"". pear shape. the pockets really opened up when i put them on and didn't lay flat. loose on leg opening - which i liked. but the pockets sticking out around the hip area made my pear shape even wider. i got a medium",Shorts
-1,I love the material on these shorts. unfortunately  that's all i love. the fit is awkward and i'm an easy fit. they're boxy in the body / legs and a bit tight in the waist  causing me to not be sure whether to place the elastic waist higher or lower and neither one works well. sadly  couldn't keep these just for the pretty fabric.,Shorts
-1,It was so cute in the pictures and i was looking for something to wear to my trip to europe so i purchased it but it really didn't live up to my expectations. i'm 5'3  115 and got a s. it looked odd on me...a little too short on the bottom  a bit too big on top and overall i thought the material looked cheap for the price. i returned it.,Shorts
-1,I was hoping these would be like some of the lace shorts i bought from retailer last year that i loved so much. sadly  no. first of all they run small. i am between a s and xs in most brands  bought a s in these because i like my shorts on the looser side. these felt a little snug and short  but i decided to keep them. the first time i washed them  they were ruined. i followed the directions exactly and even put them in a lingerie bag in the washer  plus a delicate cycle  no dryer. the lace is man,Shorts
-1,The picture makes the shorts look structured. i assumed they were made of a heavier cotton material. i was disappointed when they turned out to be a light weight polyester.     also  this runs way too big. i am busty and did not fill out the top of the xs.    i wouldn't even buy this at the sale price.,Shorts
-1,This pants the worst short that i ever had!!  i bought ;this short last week and i laundry it yesterday and it came out lost color!!  i was really shock definetly will return it to store.  fyi  i never use chrolox or bleach when i laundry.,Shorts
-1,Don't be fooled by the image; unless you have a c/d chest  this romper has masses of draped fabric right around your middle--exactly where you want it least! very unflattering and rather expensive for the poor quality. back it goes!,Shorts
-1,I was disappointed when i got this romper in the mail. the picture looks much cuter than in person. although it's true to size  it looks pretty baggy on. also  i thought the grey (top) and blue (bottom) were too similarly colored; more contrast would have been nice. i'm returning this item.,Shorts
-1,"I was so excited to try these  it's hard to find cute bermuda shorts. the legs were so wide. my husband asked if i was wearing his shorts. they don't look that wide in the picture. i am 5'4"" and 130 lbs i bought my regular size 28 but the waist was huge i could have sized down one or two sizes. unrolled they came to my knee.",Shorts
0,"I adore eva franco but these are just not thoughtfully designed regarding fit. i wear a size 12 and took the risk of ordering the 12 as a popback  but they do fit 1-2 sizes small. i could get them zipped but it's not a good look. i feel like the waist would fit if the rise weren't so short. for reference  i have a 33"" waist and 42"" hips.",Shorts
0,I am so sad that this romper didn't work out. it's just way too billowy and huge. i am usually between a small and medium so i ordered this small. i'm petite and somewhat curvy and i was absolutely swimming in this romper! might look best on taller girls. i am 5 '2 and about 125-130 lbs and this was like wearing a tent. do not recommend. such a bummer because i was a believer after treading all of the great reviews!,Shorts
0,This romper is extremely well made and the colors are even more beautiful in person.  however  i found it to run extremely short in the torso.  i couldn't get my arms through the sleeves after stepping into it without ripping the garment.  for reference i'm 5'9 with a slightly longer than average torso.  i ordered my normal size m.,Shorts
0,Fabulous fabric  adorable details. fitting is very  very odd. it's non-adjustable in any way. the fabric has no stretch at all around the middle and the underwire of the bra is very stiff which i found painful. the straps were kind of loose  but there is no way to tighten them because of the frills. when i bent over  the shorts exposed the bottom of my butt. i'd get a larger size  but then i can't adjust the straps and they would definitely be too long and leave my breasts very exposed. overall ,Shorts
0,There is a lot of fabric here! the legs fit me fine  but they are long and when you roll them up it creates a bunching of fabric in an awkward area. i've also found that they don't stay rolled up in the back  especially if you sit down. it's a shame since the fabric is soft and comfortable. maybe sizing down would've helped  but i doubt that would've fixed the problem of the cuffs staying rolled up.,Shorts
0,I am somewhere between a 24 and a 25 (i have narrow hips but an average waist)  so i was happy to find that these worked for me in me in a 0. i loved the blue color as an interesting neutral. they did stretch out a little with wear  but i still felt like i looked good by the end of the day. i typically really like cotton/linen blends as i can usually wear them out of the dryer if i'm going for a casual look - a few wrinkles with linen doesn't bother me. but these. oh my. when i pulled them out o,Shorts
0,These run very large.  i wear a 25 or 26 in paige jeans  and the 25 in these shorts were way too big.  i fear if i got the 24 they would be a little short.,Shorts
0,When these shorts arrived i loved them and was so excited to wear them on my upcoming trip to the beach. the high rise waist is very flattering and the material was extremely soft. the floral detailing was a little more orange than in the picture but i still loved the contrast. the first time i wore these i immediately noticed threads coming loose throughout the day. it was minor but still concerning for an item that was so costly. the real problem arose in the evening when i put on a jacket on,Shorts
0,"I wanted to love this romper  but it just wasted right for me. i am 5'5""  135lbs  34c  curvy/muscular frame and ordered size small. i may have liked it better with more room in the medium  decided to return. i still recommend trying this product  but it wasn't for me and my hips!",Shorts
1,I happened upon a pair of these shorts that someone had returned. they are the perfect length. they are very well made. i have worn them to my son's baseball game and the sec tournament. they are tailored and have an interesting design. they make me look as though i have lost ten pounds. i am thrilled with them.,Shorts
1,I love these. i like that they're fancier than your basic summer shorts but they still look casual and effortless. unlike the other reviews i found that they run large. i'm usually a 4  maybe a 6  and the 4 is roomy.  still looks good though just rides a bit lower on my hips.,Shorts
1,These shorts are very well made and the embroidery work is beautiful. the dark yellow is a little bit more orangy looking than in the pictures  but is still a pretty color. don't expect any give or stretch with these shorts.,Shorts
1,The fabric quality and style are amazing. the fabric is very high quality and so soft and the style is nice for an adult. i generally don't wear shorts because of length  style and other problems but i can wear these without feeling like a high schooler. i usually wear a 24/00 in pants  i ordered the 0 and was worried that it would be too loose and look sloppy on me but it fits amazingly. one of my favorite purchases ever!!!,Shorts
1,Love these shorts! not too tight and not too short! they match so many tops! tts for my hard to fit figure! great for weekends  vacations  and just to be adorable in!,Shorts
1,This jumper is so cute  it is soft  and you can dress it up or down depending on where your going.,Shorts
1,I wore out a pair of level 99 shorts a couple of years ago. ordered these in the same size and they are huge. so i am sending them in for exchange and hope i'm guessing right. linen and tencel are my two favorite summer fabrics. love the length which can be adjusted by rolling. good pockets. gorgeous somewhat dusty plum color. belt loops if needed though i rather hope they're not.,Shorts
1,I got the shorts and the blue motif they're really comfortable and will look cute with a tank top for the weekend.   they true to size them usually a size 4 to 6 and i got a small and that works.,Shorts
1,These shorts are comfortable and are just the right length. i have the blue and it isn't as bright as shown in the pictures  but it's a great color nonetheless that coordinates well with many wardrobe items. when i tried on my usual 25  i found the waist fit a bit snug so i bought the 26 for a comfortable fit. i should've stayed with my usual size though  because after wearing for an entire day  the shorts loosened up quite a bit and developed a saggy look to them. i'm so disappointed with this,Shorts
-1,"I would say the skirt runs two sizes too small. i usually wear a size medium and based on other reviews  i purchased a large. i could barely get the skirt over my hips. even if it fit in the waist  it was much too short on me and i'm 5'2"". it's a cute skirt but it is fit for a tween.",Skirts
-1,I agree with the other reviews - runs small. would have been perfect if it actually was comfortable. waistband doesn't stretch all the way around. bummer.,Skirts
-1,This skirt is gianormous! i usually take an xl or l  so i ordered both. the waistband on the xl was so huge  i didn't even try it on. i feared it would not stay up! so i tried the large  and it was big as well. i think i would have needed a medium. but as it is  it is not the cute a-line that appears in the picture. (i wonder how they even got it to look like that !?!?!) it is huge  hip-y  and bunchy. yuck.,Skirts
-1,"The material is horrible  it's heavy and cheap. the skirt does not ""flow"" as it appears in the photo. instead the bottom part of the skirt just stands out like ruffles. am returning.",Skirts
-1,"The color is nice and the material is what you might find used by a high school drama club with a low budget - a very cheap polyester. on top of that - it is unhemmed and unfinished in any way - so you can bet  that about the second or third wearing there are going to be runs all through the thing. i've attached a picture of the ""hem"" below. on top of that - the ruching is awkward (as mentioned by another reviewers). all in all - kind of terrible.",Skirts
-1,"This skirt is beautiful. fabric is gorgeous with perfect amount of shine and luxury to it. there is a ""life ""in this skirt; it is well made and follows the body lines in a perfect way. or i better say  it did fit me perfectly first ten minutes of wearing it. unfortunately  it stretched more than a full size  and generally lost its shape. now  the skirt is two sizes too large and not really wearable anymore.",Skirts
-1,I bought this in the blue and really wanted to like it--i had plans to check sizing and then order it again in the red  as well! however  this skirt falls victim to the recent design trend of using a pattern for a structured skirt but substituting a softer fabric and (horrors!) an elastic waistband. this ended up just looking kind of cheap and sweatshirty as a result. back it went.,Skirts
-1,For reference i am 5'5' 138 lbs with an hourglass figure and my usual small fit perfectly. the problems: 1. this skirt is not black but a charcoal gray/purple. 2. the sipper is reinforces with a stiff boarder on the inside so no matter where i put the waist it sticks straight out making me look like i have a tail under my skirt. in other words  i had a very pointy butt. also the slit or tulip part of the skirt goes all the way up to the waist  it needed to be tacked to the other part of the skir,Skirts
-1,If i could sew  i'd take the fabric from this skirt and make it into a different shape (after ordering a bigger size). the fabric is just as it appears online -- totally gorgeous with almost a quilted feel to it. however  this thickness means the skirt sticks out like something judy jetson would wear. it's also too small in my go-to skirt size (and i order a lot at retailer). the waist and hips are small (making the skirt too short as well)  but the bottom flares out ridiculously. i ordered two of,Skirts
0,"I tried on the grey version in store  and it was significantly longer than pictured. the back came down to just below my knee  which looked awkward with the split sides. i am 5'4"" and this was a regular (not petite) size. however  the overall quality of the fabric was good and it seemed durable.",Skirts
0,I fell in love with this skirt when i saw it on display so i had the store order me an xspetite. it seemed like the perfect lightweight summer skirt that would go with everything. it arrived today and i was a bit underwhelmed with the way it actually fit on me. it is kind of a thick linen/cottony material and just didn't lay down well  bunching out on the sides in a way i didn't find to be very flattering. so 5 stars for print and whimsy and charm  but 3 stars for actual fit on. alas it is going,Skirts
0,This is a beautiful fabric and the skirt is so nice. what is wrong is the cut of the skirt. one side bells out more than the other  giving it an off center look from the front. my legs were not centered.,Skirts
0,This skirt was cute on  but not particularly flattering. i thought the denim was a little too stiff. typically  a-lines are flattering on my figure  but this was a miss.,Skirts
0,The fabric is so beautiful that i am tempted to buy in a large size and have re-made. the waist is tiny. the hips are wide. when it goes to half price  i may be tempted to take it to my favorite alterations lady. the fabric is that exceptionally beautiful.,Skirts
0,I loved these on the hanger when i saw them in the store. i liked the fabric  but found the full cut of the pant added a ton of bulk to my hips (and i don't have big hips). i also thought the waist was a bit snug while the rest of the pant ran tts. they went back.,Skirts
0,I usually wear an 8  which wasn't available  and sized up to the 10 which fit just fine as there is no stretch and it's a set-in waist band. the fabric is pretty  the skirt is fully lined  the length is not too short  and the only thing i don't like is the big bronzey toothed zipper - it looks ok on the beige version  but on the black it stands out.    it's perfect for summer but i could also see wearing the black version during holidays.,Skirts
0,This skirt ran short  small  and boxy. if you can get the right fit  the skirt is great quality and super cute  but i recommend trying on in store for sizing.,Skirts
0,Just didn't look as cute on me as the pics online. the color blocking was kind of odd actually. returning.,Skirts
1,Beautiful patterns and colors  but it sits very high and runs small. i'm normally a size 4 and got the small. zipped all the way  but on the snug side. the skirt sits so high that the fabric coming down was a bit awkward. such a shame because it really is beautiful and looks great on the model probably because she's wearing a belt to hide how high it rides and flares out.,Skirts
1,This skirt was too big so i returned it but did like it well enough to re-order. quality seems average; my only complaint is the lining seems too short for the skirt. why  on a maxi  is the slip lining a mini? the first thing my husband said was that it needed a slip. he didn't think it had one as he could see through the skirt to my knees. this is very lightweight fabric but could be worn all year around depending on the leg wear that is worn with it. it is a very versatile piece which is why i,Skirts
1,This skirt is amazing! it has the right amount of sparkle and the right amount of shape. i bought this in a size six which i can really switch between 6 and 8 depending but the six fits perfectly. i also bought the regular length even though i could probably be considered petite but it ended up being perfect. but the skirt is so lovely in person and has just enough wow that you can wear this thing with a simple tee and still look amazing. i wore this to a party with a black high neck tank and re,Skirts
1,This skirt is great and you can't beat it for the price. it fits more like a pencil skirt on me  and looks sort of a-line on the model. very nice work appropriate skirt. though the slit comes higher than i expected. my thighs are tattooed so i put on some black tights and it looks great with a blouse and cardigan!,Skirts
1,This skirt is a nice medium weight and is lined. my normal size 4 fit perfect. i only wish it was available in petites. if you are petite  the skirt is ankle length. but this is a good skirt to wear to work.,Skirts
1,Ok  so maybe i am too picky because the pattern is lovely  the colors are great  the fabric is quality  the fit is flattering  the sizing is appropriate. that said  the high to low hemline shows the inner fabric so it kinda stands out when you are moving and i find it distracting so unfortunately i am returning it. sizing reference  i wear a size 8/10 in pants  i'm 5'3 and the medium petite fit comfortably.,Skirts
1,The is such a cute a-line skirt and perfect for the summer with a white tee. i bought the moss color and the rose gold buttons on it look really pretty. i'm 5'1  103 pounds and bought the 00 regular since i did not want to go too short with the petite size. it does run slightly big so order a size down if you have a smaller waist. love this and the price!,Skirts
1,Saw this skirt in the store  but the size was wrong. i am normally a 0 or 2 at retailer  but i was afraid that the 2 would be just too much material  so i ordered the 0  and boy  am i glad. elegant  can go from day to night with the right shoes and accessories. anticipating many compliments.,Skirts
1,Tried this skirt on in the store and loved it...so pretty feminine and versatile except for the color.. although its a gorgeous color and i do love red how often do people wear red skirts? i would have snatched it up if it were offered in other colors. unlike the other reviewer i think the ruching is great as it gives you the option to wear the skirt higher or lower on your waist and adds the axtra interest factor. as this would be a totally frivolous buy i'm going to resist and try to wait for,Skirts
-1,I wouldn't be so unhappy if these pants cost about 75% less. they are so cheaply constructed. one wash and they're all but guaranteed to shrink. the material is so cheap and flimsy not at all what i expect from retailer. they are also 32 inch inseam not 35.5 as stated on the web site which is the whole reason i bought them.,Sleep
-1,Just not as long as in the picture. it hit me at my hips not good!,Sleep
-1,Much lower quality than other robes i have purchased,Sleep
-1,I was so excited to get this robe in the mail but was beyond disappointed when i opened the package. the fabric is extremely stiff and thin. the fabric felt like something curtains would be made out of and the white background was see through. the robe is very short and cut small in the shoulders  therefore it looked like i was wearing a piece of children's clothing. i also ordered the matching pj pants but didn't even take them out of the package after seeing how rough and see through the mater,Sleep
-1,I wish i had read the other reviews before purchasing this product. label says that you can wash and dry normally. however  upon washing  the outer layer shrunk and the inner lining did not. the robe will now not lay flat; the fabric pulls at the edges  and results in the inner lining being revealed when the robe is tied shut. extremely disappointed. for a $100 garment  i expected much more. i wish i could return this.,Sleep
-1,Fight a bit snug over the bust then widens like a bell. not as cute as it looks in the photo. returned.,Sleep
-1,Recently received this and was very disappointed with the quality. the fabric was very thin  easily stretched out of shape. price is ridiculous for this item!,Sleep
-1,"I ordered these in m (5'8"" 140 lbs.) and they are tts: they fit well and are neither tight nor loose. the issue that i have with them (and the reason that i sent them back) is that the material  although comfortable  is completely transparent; if i were to try to run out to get the mail in these  the whole neighborhood would essentially see me bottomless! furthermore  these are not white but off-white (and quite a yellowy off-white  at that)  so these loungers don't look as cute with the feature",Sleep
